1,4,5
2,1,6
2,4,1
2,6,12
2,10,4
2,12,10
3,1,5
3,5,11
3,7,1
3,11,13
3,13,7
6,1,7
7,13,17
8,4,14
8,5,4
8,14,18
8,15,5
8,18,15
9,6,7
9,7,17
9,16,6
9,17,25
9,25,16
12,21,10
13,11,22
14,4,10
15,11,5
16,12,6
17,29,25
18,14,26
19,10,21
19,14,10
19,21,30
19,26,14
19,30,26
20,11,15
20,15,27
20,22,11
20,27,31
20,31,22
23,12,16
23,16,28
23,21,12
23,28,32
23,32,21
24,13,22
24,17,13
24,22,33
24,29,17
24,33,29
25,28,16
26,30,36
27,15,18
28,38,32
29,33,39
30,21,32
31,33,22
34,18,26
34,26,36
34,27,18
34,36,37
34,37,27
35,25,29
35,28,25
35,29,39
35,38,28
35,39,38
36,42,37
37,31,27
40,30,32
40,32,38
40,36,30
40,38,42
40,42,36
41,31,37
41,33,31
41,37,42
41,39,33
41,42,39
42,38,39
